"","conReal","conShuf","allReal","allShuf","realOds","shufOdds","lor","name","fam","idx","pval","fdr","res"
"MA0754.1",60,169,1358,2530,0.0462249614791988,0.0715798390512495,-0.437293512879495,"CUX1","HD-CUT factors",782,0.00855585884838358,0.0152265284589877,"neutral"
"MA0907.1",137,228,2963,3261,0.0484784147204529,0.0751730959446093,-0.438674758682208,"HOXC13","HOX-related factors",783,0.000221709220768401,0.000535160188061659,"depleted"
"MA0122.3",109,190,2492,2864,0.0457406630297944,0.0710545998504114,-0.440460909368196,"Nkx3-2","NK-related factors",784,0.000833752050727283,0.00179118087624276,"depleted"
"MA0723.1",97,249,1851,3147,0.0553021664766249,0.0859213250517598,-0.440619968012825,"VAX2","NK-related factors",785,0.000945957455122903,0.00201526242863645,"depleted"
"MA0755.1",47,208,1231,3565,0.0396959459459459,0.0619600834078046,-0.445241296455176,"CUX2","HD-CUT factors",786,0.0118707205942657,0.0205172948542865,"neutral"
"MA0910.2",130,327,2549,4200,0.0537412153782555,0.0844306738962045,-0.451750551536946,"HOXD8","HOX-related factors",787,8.12431875774014e-05,0.000209982392507745,"depleted"
"MA1471.1",114,181,2762,2837,0.0430513595166163,0.0681475903614458,-0.459281989331905,"BARX2","NK-related factors",788,0.000433075730239169,0.000985863450950953,"depleted"
"MA0132.2",71,220,1557,3128,0.0477792732166891,0.0756533700137552,-0.459570055935341,"PDX1","HOX-related factors",789,0.00226875780977991,0.00451601080619699,"depleted"
"MA0882.1",75,148,1499,1921,0.0526685393258427,0.0834743372814439,-0.460520946125518,"DLX6","NK-related factors",790,0.00362610186075438,0.00697008137993978,"depleted"
"MA0869.1",107,105,3478,2192,0.0317413230495402,0.0503114518447532,-0.460613323852477,"Sox11","SOX-related factors",791,0.00185165644013372,0.00374793110774054,"depleted"
"MA0507.1",142,222,3708,3718,0.039820527201346,0.0635011441647597,-0.466675385918678,"POU2F2","POU domain factors",792,5.93194016280893e-05,0.000156201559146066,"depleted"
"MA0880.1",75,173,1499,2232,0.0526685393258427,0.0840213695968917,-0.4670528659056,"Dlx3","NK-related factors",793,0.00243500408139332,0.0048127139491068,"depleted"
"MA0886.1",56,161,1310,2418,0.0446570972886762,0.0713336287106779,-0.468354618624644,"EMX2","NK-related factors",794,0.00622503600600528,0.0113632833732658,"neutral"
"MA0776.1",93,154,2309,2445,0.0419675090252708,0.0672195547795722,-0.471068474674052,"MYBL1","Myb/SANT domain factors",795,0.00102634756884389,0.00216073172388187,"depleted"
"MA1507.1",62,144,1439,2127,0.0450254175744372,0.0726172465960666,-0.477975284739768,"HOXD4","HOX-related factors",796,0.00435885316882902,0.00820949924174076,"depleted"
"MA0785.1",110,219,2889,3648,0.0395825836631882,0.0638670166229221,-0.478413841303668,"POU2F1","POU domain factors",797,0.000155242662022859,0.000379080918893027,"depleted"
"MA1645.1",186,300,3834,3900,0.0509868421052632,0.0833333333333333,-0.49128102769302,"NKX2-2","NK-related factors",798,1.68580611304455e-06,5.13071425709211e-06,"depleted"
"MA1580.1",47,80,1967,2070,0.0244791666666667,0.0402010050251256,-0.496069580267112,"ZBTB32","Other factors with up to three adjacent zinc fingers",799,0.0120258468522834,0.0207002281883567,"neutral"
"MA0903.1",78,217,1930,3354,0.0421166306695464,0.0691743704175964,-0.496187733866314,"HOXB3","HOX-related factors",800,0.00056122859817253,0.00124717466260562,"depleted"
"MA0703.2",129,176,3066,2589,0.0439223697650664,0.0729382511396602,-0.507189456250068,"LMX1B","HD-LIM factors",801,6.12267072081087e-05,0.000160219420731499,"depleted"
"MA0715.1",66,217,1795,3612,0.0381723539618276,0.0639175257731959,-0.515482057204528,"PROP1","Paired-related HD factors",802,0.00070600379177138,0.00154841562686151,"depleted"
"MA1504.1",70,134,1707,2001,0.0427611484422724,0.0717728976968399,-0.517876991730965,"HOXC4","HOX-related factors",803,0.00136722750284237,0.00280114903021363,"depleted"
"MA1113.2",72,170,2160,3063,0.0344827586206897,0.05876253024542,-0.533044962060601,"PBX2","TALE-type homeo domain factors",804,0.000426421772019766,0.000973354044827727,"depleted"
"MA0900.2",49,112,1354,1856,0.0375478927203065,0.0642201834862385,-0.536700288472337,"HOXA2","HOX-related factors",805,0.00412372803200158,0.00781925857083822,"depleted"
"MA0104.4",125,239,2889,3304,0.0452243125904486,0.0779771615008157,-0.544781151146458,"MYCN","bHLH-ZIP factors",806,6.03028929489481e-06,1.78360669285621e-05,"depleted"
"MA0634.1",76,301,1668,3936,0.0477386934673367,0.0828060522696011,-0.550758900899253,"ALX3","Paired-related HD factors",807,9.09600951120361e-05,0.000232238540711582,"depleted"
"MA0542.1",50,229,1108,3021,0.0472589792060491,0.0820200573065903,-0.551321146662075,"elt-3","GATA-type zinc fingers",808,0.00135606244313426,0.00278506712037353,"depleted"
"MA1518.1",138,491,2578,5461,0.0565573770491803,0.0987927565392354,-0.557768641833889,"LHX1","HD-LIM factors",809,1.69873493712515e-07,6.23116745495689e-07,"depleted"
"MA0702.2",27,146,717,2278,0.0391304347826087,0.0684803001876173,-0.559645568009577,"LMX1A","HD-LIM factors",810,0.0154462470136691,0.0261589667166977,"neutral"
"MA0879.1",73,348,1607,4493,0.0475880052151239,0.083956574185766,-0.567718952983889,"Dlx1","NK-related factors",811,5.61455629138689e-05,0.000148309034112106,"depleted"
"MA0724.1",84,138,2087,1989,0.0419370943584623,0.0745542949756888,-0.575356909406212,"VENTX","NK-related factors",812,0.000139223540761293,0.000344978685072231,"depleted"
"MA1505.1",59,200,1621,3175,0.0377720870678617,0.0672268907563025,-0.576502935062218,"HOXC8","HOX-related factors",813,0.000319165184826215,0.000740604296281825,"depleted"
"MA0710.1",51,241,1467,3914,0.0360169491525424,0.0656139395589436,-0.599798529200327,"NOTO","NK-related factors",814,0.000300268759577856,0.000698686310375066,"depleted"
"MA0094.2",5,68,299,2249,0.0170068027210884,0.0311783585511233,-0.606110793879059,"Ubx","HOX-related factors",815,0.271371794446618,0.344338832832566,"neutral"
"MA0876.1",83,175,1971,2332,0.0439618644067797,0.081131200741771,-0.612745066443206,"BSX","NK-related factors",816,2.54067882492005e-05,7.06678878454584e-05,"depleted"
"MA0752.1",45,170,1708,3549,0.0270595309681299,0.0503107428233205,-0.62017933975858,"ZNF410","More than 3 adjacent zinc finger factors",817,0.000490470928865659,0.00110454579154733,"depleted"
"MA0185.1",144,546,2153,4514,0.0716774514683922,0.137600806451613,-0.652180572579076,"Deaf1","DEAF",818,9.28029536753682e-10,4.28321324655546e-09,"depleted"
"MA0449.1",107,176,3420,2996,0.032297011771808,0.0624113475177305,-0.658772398943982,"h","Helix-Loop-Helix",819,4.45553519204211e-07,1.48517839734737e-06,"depleted"
"MA0109.1",115,374,2511,4372,0.0479966611018364,0.0935467733866933,-0.667330113226276,"HLTF","Myb/SANT domain factors",820,9.72134445259985e-09,3.98338016594335e-08,"depleted"
"MA1519.1",68,173,1659,2201,0.0427404148334381,0.0853057199211045,-0.691096552948386,"LHX5","HD-LIM factors",821,9.15349556994655e-06,2.66053158434433e-05,"depleted"
"MA0904.2",34,122,1133,2095,0.0309372156505914,0.0618347693867207,-0.692505968498101,"HOXB5","HOX-related factors",822,0.00087413400582066,0.00187314429818713,"depleted"
"MA1639.1",78,212,2443,3400,0.0329809725158562,0.0664993726474278,-0.701261708998348,"MEIS1(var.2)","TALE-type homeo domain factors",823,6.44921223865183e-07,2.08359164633367e-06,"depleted"
"MA0726.1",32,186,1065,3053,0.0309777347531462,0.064876177188699,-0.739211774149743,"VSX2","Paired-related HD factors",824,0.000292877139939971,0.000683379993193267,"depleted"
"MA0610.1",60,234,1841,3399,0.0336889387984278,0.0739336492890995,-0.785998501846986,"DMRT3","DMRT factors",825,3.21111604360037e-07,1.10095407209156e-06,"depleted"
"MA1495.1",30,186,1133,3094,0.0271985494106981,0.0639614855570839,-0.855117472651138,"HOXA1","HOX-related factors",826,3.59199485730812e-05,9.73314735528651e-05,"depleted"
"MA1481.1",51,259,1330,3017,0.0398749022673964,0.0939086294416244,-0.856575172200808,"DRGX","Paired-related HD factors",827,1.95511604366148e-07,7.14042381163322e-07,"depleted"
"MA0447.1",74,274,2478,4009,0.0307820299500832,0.0733601070950469,-0.868449211272081,"gt","",828,2.86318263078088e-10,1.37432766277482e-09,"depleted"
"MA0612.2",29,185,1065,2899,0.027992277992278,0.0681650700073692,-0.890003577516465,"EMX1","NK-related factors",829,2.27703060145424e-05,6.41847552087771e-05,"depleted"
"MA0725.1",31,244,1065,3227,0.0299806576402321,0.0817968488099229,-1.00368629136168,"VSX1","Paired-related HD factors",830,5.05253211767985e-07,1.66436352111807e-06,"depleted"
"MA1499.1",34,161,1123,2047,0.0312213039485767,0.0853658536585366,-1.00584550010786,"HOXB4","HOX-related factors",831,4.28777388679593e-07,1.44069202596343e-06,"depleted"
"MA1125.1",202,349,14618,9304,0.0140122086570477,0.0389726409826912,-1.02293089015453,"ZNF384","More than 3 adjacent zinc finger factors",832,6.24104744067101e-31,3.74462846440261e-29,"depleted"
"MA0701.2",28,202,961,2604,0.030010718113612,0.0840965861781848,-1.03041138543342,"LHX9","HD-LIM factors",833,1.10167793104932e-06,3.44018387390865e-06,"depleted"
"MA0068.2",13,153,643,2747,0.0206349206349206,0.058982266769468,-1.05025201844009,"PAX4","Paired plus homeo domain",834,0.000449266769040282,0.00101995698917253,"depleted"
"MA0015.1",38,136,2028,2564,0.0190954773869347,0.0560131795716639,-1.07613549154882,"Cf2","Factors with multiple dispersed zinc fingers",835,8.66113456429609e-09,3.58391775074321e-08,"depleted"
"MA0704.1",14,190,604,2525,0.023728813559322,0.0813704496788009,-1.23232210934199,"Lhx4","HD-LIM factors",836,1.44471436361696e-05,4.15602762136386e-05,"depleted"
"MA0529.2",12,142,756,2605,0.0161290322580645,0.0576532683719042,-1.27382604452581,"BEAF-32","",837,2.47095578854908e-05,6.89569057269511e-05,"depleted"
"MA0919.1",19,299,882,3980,0.0220162224797219,0.0812279271936974,-1.30547955192865,"dsc-1","",838,4.5370759027707e-08,1.74024829147369e-07,"depleted"
"MA1445.1",11,121,845,2584,0.013189448441247,0.0491270807957775,-1.31499327703658,"ceh-28","NK-related factors",839,2.67803388877009e-05,7.39983048212789e-05,"depleted"
"MA0628.1",6,140,781,2456,0.00774193548387097,0.0604490500863558,-2.05514914404171,"POU6F1","POU domain factors",840,3.8047466817608e-08,1.46604918012802e-07,"depleted"
