HVAEP1_G000001	HVAEP1_T000001.1
HVAEP1_G008143	HVAEP1_T008143.2
HVAEP1_G008144	HVAEP1_T008144.1
HVAEP1_G008145	HVAEP1_T008145.1
HVAEP1_G008146	HVAEP1_T008146.1
HVAEP1_G008147	HVAEP1_T008147.1
HVAEP1_G008147	HVAEP1_T008147.2
HVAEP1_G008148	HVAEP1_T008148.1
HVAEP1_G008149	HVAEP1_T008149.1
HVAEP1_G008150	HVAEP1_T008150.1
HVAEP1_G008151	HVAEP1_T008151.1
HVAEP1_G008152	HVAEP1_T008152.1
HVAEP1_G008153	HVAEP1_T008153.1
HVAEP1_G008154	HVAEP1_T008154.1
HVAEP1_G008155	HVAEP1_T008155.1
HVAEP1_G008156	HVAEP1_T008156.1
HVAEP1_G008156	HVAEP1_T008156.2
HVAEP1_G008157	HVAEP1_T008157.1
HVAEP1_G008158	HVAEP1_T008158.1
HVAEP1_G008159	HVAEP1_T008159.1
HVAEP1_G008160	HVAEP1_T008160.1
HVAEP1_G008161	HVAEP1_T008161.1
HVAEP1_G008162	HVAEP1_T008162.1
HVAEP1_G008163	HVAEP1_T008163.1
HVAEP1_G008164	HVAEP1_T008164.1
HVAEP1_G008165	HVAEP1_T008165.1
HVAEP1_G008166	HVAEP1_T008166.1
HVAEP1_G008166	HVAEP1_T008166.2
HVAEP1_G008166	HVAEP1_T008166.3
HVAEP1_G008167	HVAEP1_T008167.1
HVAEP1_G008167	HVAEP1_T008167.2
HVAEP1_G008168	HVAEP1_T008168.1
HVAEP1_G008169	HVAEP1_T008169.1
HVAEP1_G008170	HVAEP1_T008170.1
HVAEP1_G008171	HVAEP1_T008171.1
HVAEP1_G008172	HVAEP1_T008172.1
HVAEP1_G008173	HVAEP1_T008173.1
HVAEP1_G008174	HVAEP1_T008174.1
HVAEP1_G008175	HVAEP1_T008175.1
HVAEP1_G008176	HVAEP1_T008176.1
HVAEP1_G008176	HVAEP1_T008176.2
HVAEP1_G008176	HVAEP1_T008176.3
HVAEP1_G008176	HVAEP1_T008176.4
HVAEP1_G008177	HVAEP1_T008177.1
HVAEP1_G008178	HVAEP1_T008178.1
HVAEP1_G008179	HVAEP1_T008179.1
HVAEP1_G008180	HVAEP1_T008180.1
HVAEP1_G008180	HVAEP1_T008180.2
HVAEP1_G008180	HVAEP1_T008180.3
HVAEP1_G008180	HVAEP1_T008180.4
HVAEP1_G008181	HVAEP1_T008181.1
HVAEP1_G008182	HVAEP1_T008182.1
HVAEP1_G008183	HVAEP1_T008183.1
HVAEP1_G008184	HVAEP1_T008184.1
HVAEP1_G008185	HVAEP1_T008185.1
HVAEP1_G008186	HVAEP1_T008186.1
HVAEP1_G008187	HVAEP1_T008187.1
HVAEP1_G008188	HVAEP1_T008188.1
HVAEP1_G008189	HVAEP1_T008189.1
HVAEP1_G008190	HVAEP1_T008190.1
HVAEP1_G008191	HVAEP1_T008191.1
HVAEP1_G008192	HVAEP1_T008192.1
HVAEP1_G008193	HVAEP1_T008193.1
HVAEP1_G008194	HVAEP1_T008194.1
HVAEP1_G008195	HVAEP1_T008195.1
HVAEP1_G008196	HVAEP1_T008196.1
HVAEP1_G008197	HVAEP1_T008197.1
HVAEP1_G008198	HVAEP1_T008198.1
HVAEP1_G008199	HVAEP1_T008199.1
HVAEP1_G008200	HVAEP1_T008200.1
HVAEP1_G008201	HVAEP1_T008201.1
HVAEP1_G008202	HVAEP1_T008202.1
HVAEP1_G008203	HVAEP1_T008203.1
HVAEP1_G008204	HVAEP1_T008204.1
HVAEP1_G008204	HVAEP1_T008204.2
HVAEP1_G008205	HVAEP1_T008205.1
HVAEP1_G008206	HVAEP1_T008206.1
HVAEP1_G008207	HVAEP1_T008207.1
HVAEP1_G008207	HVAEP1_T008207.2
HVAEP1_G008207	HVAEP1_T008207.3
HVAEP1_G008208	HVAEP1_T008208.1
HVAEP1_G008209	HVAEP1_T008209.1
HVAEP1_G008210	HVAEP1_T008210.1
HVAEP1_G008211	HVAEP1_T008211.1
HVAEP1_G008212	HVAEP1_T008212.1
HVAEP1_G008213	HVAEP1_T008213.1
HVAEP1_G008214	HVAEP1_T008214.1
HVAEP1_G008214	HVAEP1_T008214.2
HVAEP1_G008215	HVAEP1_T008215.1
HVAEP1_G008216	HVAEP1_T008216.1
HVAEP1_G008217	HVAEP1_T008217.1
HVAEP1_G008218	HVAEP1_T008218.1
HVAEP1_G008218	HVAEP1_T008218.2
HVAEP1_G008219	HVAEP1_T008219.1
HVAEP1_G008219	HVAEP1_T008219.2
HVAEP1_G008219	HVAEP1_T008219.3
HVAEP1_G008219	HVAEP1_T008219.4
HVAEP1_G008219	HVAEP1_T008219.5
HVAEP1_G008220	HVAEP1_T008220.1
HVAEP1_G008220	HVAEP1_T008220.2
HVAEP1_G008220	HVAEP1_T008220.3
HVAEP1_G008221	HVAEP1_T008221.1
HVAEP1_G008222	HVAEP1_T008222.1
HVAEP1_G008223	HVAEP1_T008223.1
HVAEP1_G008223	HVAEP1_T008223.2
HVAEP1_G008224	HVAEP1_T008224.1
HVAEP1_G008225	HVAEP1_T008225.1
HVAEP1_G008226	HVAEP1_T008226.1
HVAEP1_G008227	HVAEP1_T008227.1
HVAEP1_G008228	HVAEP1_T008228.1
HVAEP1_G008229	HVAEP1_T008229.1
HVAEP1_G008230	HVAEP1_T008230.1
HVAEP1_G008231	HVAEP1_T008231.1
HVAEP1_G008232	HVAEP1_T008232.1
HVAEP1_G008232	HVAEP1_T008232.2
HVAEP1_G008232	HVAEP1_T008232.3
HVAEP1_G008233	HVAEP1_T008233.1
HVAEP1_G008234	HVAEP1_T008234.1
HVAEP1_G008234	HVAEP1_T008234.2
HVAEP1_G008234	HVAEP1_T008234.3
HVAEP1_G008234	HVAEP1_T008234.4
HVAEP1_G008234	HVAEP1_T008234.5
HVAEP1_G008235	HVAEP1_T008235.1
HVAEP1_G008236	HVAEP1_T008236.1
HVAEP1_G008237	HVAEP1_T008237.1
HVAEP1_G008237	HVAEP1_T008237.2
HVAEP1_G008237	HVAEP1_T008237.3
HVAEP1_G008238	HVAEP1_T008238.1
HVAEP1_G008239	HVAEP1_T008239.1
HVAEP1_G008240	HVAEP1_T008240.1
HVAEP1_G008240	HVAEP1_T008240.2
HVAEP1_G008241	HVAEP1_T008241.1
HVAEP1_G008241	HVAEP1_T008241.2
HVAEP1_G008242	HVAEP1_T008242.1
HVAEP1_G008243	HVAEP1_T008243.1
HVAEP1_G008244	HVAEP1_T008244.1
HVAEP1_G008244	HVAEP1_T008244.2
HVAEP1_G008244	HVAEP1_T008244.3
HVAEP1_G008245	HVAEP1_T008245.1
HVAEP1_G008245	HVAEP1_T008245.2
HVAEP1_G008245	HVAEP1_T008245.3
HVAEP1_G008245	HVAEP1_T008245.4
HVAEP1_G008246	HVAEP1_T008246.1
HVAEP1_G008247	HVAEP1_T008247.1
HVAEP1_G008248	HVAEP1_T008248.1
HVAEP1_G008249	HVAEP1_T008249.1
HVAEP1_G008250	HVAEP1_T008250.1
HVAEP1_G008251	HVAEP1_T008251.1
HVAEP1_G008252	HVAEP1_T008252.1
HVAEP1_G008253	HVAEP1_T008253.1
HVAEP1_G008253	HVAEP1_T008253.2
HVAEP1_G008254	HVAEP1_T008254.1
HVAEP1_G008255	HVAEP1_T008255.1
HVAEP1_G008256	HVAEP1_T008256.1
HVAEP1_G008257	HVAEP1_T008257.1
HVAEP1_G008258	HVAEP1_T008258.1
HVAEP1_G008259	HVAEP1_T008259.1
HVAEP1_G008260	HVAEP1_T008260.1
HVAEP1_G008261	HVAEP1_T008261.1
HVAEP1_G008261	HVAEP1_T008261.2
HVAEP1_G008261	HVAEP1_T008261.3
HVAEP1_G008262	HVAEP1_T008262.1
HVAEP1_G008263	HVAEP1_T008263.1
HVAEP1_G008263	HVAEP1_T008263.2
HVAEP1_G008263	HVAEP1_T008263.3
HVAEP1_G008263	HVAEP1_T008263.4
HVAEP1_G008264	HVAEP1_T008264.1
HVAEP1_G008265	HVAEP1_T008265.1
HVAEP1_G008266	HVAEP1_T008266.1
HVAEP1_G008267	HVAEP1_T008267.1
HVAEP1_G008268	HVAEP1_T008268.1
HVAEP1_G008269	HVAEP1_T008269.1
HVAEP1_G008269	HVAEP1_T008269.2
HVAEP1_G008270	HVAEP1_T008270.1
HVAEP1_G008271	HVAEP1_T008271.1
HVAEP1_G008271	HVAEP1_T008271.2
HVAEP1_G008272	HVAEP1_T008272.1
HVAEP1_G008272	HVAEP1_T008272.2
HVAEP1_G008273	HVAEP1_T008273.1
HVAEP1_G008274	HVAEP1_T008274.1
HVAEP1_G008275	HVAEP1_T008275.1
HVAEP1_G008276	HVAEP1_T008276.1
HVAEP1_G008277	HVAEP1_T008277.1
HVAEP1_G008278	HVAEP1_T008278.1
HVAEP1_G008279	HVAEP1_T008279.1
HVAEP1_G008280	HVAEP1_T008280.1
HVAEP1_G008281	HVAEP1_T008281.1
HVAEP1_G008282	HVAEP1_T008282.1
HVAEP1_G008283	HVAEP1_T008283.1
HVAEP1_G008283	HVAEP1_T008283.2
HVAEP1_G008284	HVAEP1_T008284.1
HVAEP1_G008284	HVAEP1_T008284.2
HVAEP1_G008285	HVAEP1_T008285.1
HVAEP1_G008286	HVAEP1_T008286.1
HVAEP1_G008287	HVAEP1_T008287.1
HVAEP1_G008288	HVAEP1_T008288.1
HVAEP1_G008288	HVAEP1_T008288.2
HVAEP1_G008288	HVAEP1_T008288.3
HVAEP1_G008288	HVAEP1_T008288.4
HVAEP1_G008288	HVAEP1_T008288.5
HVAEP1_G008289	HVAEP1_T008289.1
HVAEP1_G008290	HVAEP1_T008290.1
HVAEP1_G008291	HVAEP1_T008291.1
HVAEP1_G008291	HVAEP1_T008291.2
HVAEP1_G008292	HVAEP1_T008292.1
HVAEP1_G008293	HVAEP1_T008293.1
HVAEP1_G008294	HVAEP1_T008294.1
HVAEP1_G008295	HVAEP1_T008295.1
HVAEP1_G008296	HVAEP1_T008296.1
HVAEP1_G008297	HVAEP1_T008297.1
HVAEP1_G008298	HVAEP1_T008298.1
HVAEP1_G008298	HVAEP1_T008298.2
HVAEP1_G008299	HVAEP1_T008299.1
HVAEP1_G008299	HVAEP1_T008299.2
HVAEP1_G008300	HVAEP1_T008300.1
HVAEP1_G008301	HVAEP1_T008301.1
HVAEP1_G008302	HVAEP1_T008302.1
HVAEP1_G008303	HVAEP1_T008303.1
HVAEP1_G008303	HVAEP1_T008303.2
HVAEP1_G008304	HVAEP1_T008304.1
HVAEP1_G008305	HVAEP1_T008305.1
HVAEP1_G008306	HVAEP1_T008306.1
HVAEP1_G008307	HVAEP1_T008307.1
HVAEP1_G008307	HVAEP1_T008307.2
HVAEP1_G008307	HVAEP1_T008307.3
HVAEP1_G008308	HVAEP1_T008308.1
HVAEP1_G008308	HVAEP1_T008308.2
HVAEP1_G008308	HVAEP1_T008308.3
HVAEP1_G008309	HVAEP1_T008309.1
HVAEP1_G008310	HVAEP1_T008310.1
HVAEP1_G008311	HVAEP1_T008311.1
HVAEP1_G008311	HVAEP1_T008311.2
HVAEP1_G008312	HVAEP1_T008312.1
HVAEP1_G008312	HVAEP1_T008312.2
HVAEP1_G008313	HVAEP1_T008313.1
HVAEP1_G008314	HVAEP1_T008314.1
HVAEP1_G008315	HVAEP1_T008315.1
HVAEP1_G008316	HVAEP1_T008316.1
HVAEP1_G008317	HVAEP1_T008317.1
HVAEP1_G008318	HVAEP1_T008318.1
HVAEP1_G008318	HVAEP1_T008318.2
HVAEP1_G008318	HVAEP1_T008318.3
HVAEP1_G008318	HVAEP1_T008318.4
HVAEP1_G008319	HVAEP1_T008319.1
HVAEP1_G008320	HVAEP1_T008320.1
HVAEP1_G008320	HVAEP1_T008320.2
HVAEP1_G008320	HVAEP1_T008320.3
HVAEP1_G008321	HVAEP1_T008321.1
HVAEP1_G008322	HVAEP1_T008322.1
HVAEP1_G008323	HVAEP1_T008323.1
HVAEP1_G008324	HVAEP1_T008324.1
HVAEP1_G008325	HVAEP1_T008325.1
HVAEP1_G008326	HVAEP1_T008326.1
HVAEP1_G008327	HVAEP1_T008327.1
HVAEP1_G008328	HVAEP1_T008328.1
HVAEP1_G008329	HVAEP1_T008329.1
HVAEP1_G008330	HVAEP1_T008330.1
HVAEP1_G008331	HVAEP1_T008331.1
HVAEP1_G008331	HVAEP1_T008331.2
HVAEP1_G008332	HVAEP1_T008332.1
HVAEP1_G008333	HVAEP1_T008333.1
HVAEP1_G008334	HVAEP1_T008334.1
HVAEP1_G008335	HVAEP1_T008335.1
HVAEP1_G008336	HVAEP1_T008336.1
HVAEP1_G008337	HVAEP1_T008337.1
HVAEP1_G008338	HVAEP1_T008338.1
HVAEP1_G008339	HVAEP1_T008339.1
HVAEP1_G008340	HVAEP1_T008340.1
HVAEP1_G008341	HVAEP1_T008341.1
HVAEP1_G008341	HVAEP1_T008341.2
HVAEP1_G008341	HVAEP1_T008341.3
HVAEP1_G008342	HVAEP1_T008342.1
HVAEP1_G008343	HVAEP1_T008343.1
HVAEP1_G008343	HVAEP1_T008343.2
HVAEP1_G008343	HVAEP1_T008343.3
HVAEP1_G008344	HVAEP1_T008344.1
HVAEP1_G008344	HVAEP1_T008344.2
HVAEP1_G008345	HVAEP1_T008345.1
HVAEP1_G008346	HVAEP1_T008346.1
HVAEP1_G008347	HVAEP1_T008347.1
HVAEP1_G008348	HVAEP1_T008348.1
HVAEP1_G008349	HVAEP1_T008349.1
HVAEP1_G008350	HVAEP1_T008350.1
HVAEP1_G008351	HVAEP1_T008351.1
HVAEP1_G008352	HVAEP1_T008352.1
HVAEP1_G008353	HVAEP1_T008353.1
HVAEP1_G008353	HVAEP1_T008353.2
HVAEP1_G008354	HVAEP1_T008354.1
HVAEP1_G008354	HVAEP1_T008354.2
HVAEP1_G008355	HVAEP1_T008355.1
HVAEP1_G008356	HVAEP1_T008356.1
HVAEP1_G008357	HVAEP1_T008357.1
HVAEP1_G008358	HVAEP1_T008358.1
HVAEP1_G008359	HVAEP1_T008359.1
HVAEP1_G008360	HVAEP1_T008360.1
HVAEP1_G008361	HVAEP1_T008361.1
HVAEP1_G008362	HVAEP1_T008362.1
HVAEP1_G008363	HVAEP1_T008363.1
HVAEP1_G008364	HVAEP1_T008364.1
HVAEP1_G008365	HVAEP1_T008365.1
HVAEP1_G008365	HVAEP1_T008365.2
HVAEP1_G008365	HVAEP1_T008365.3
HVAEP1_G008365	HVAEP1_T008365.4
HVAEP1_G008365	HVAEP1_T008365.5
HVAEP1_G008366	HVAEP1_T008366.1
HVAEP1_G008367	HVAEP1_T008367.1
HVAEP1_G008368	HVAEP1_T008368.1
HVAEP1_G008368	HVAEP1_T008368.2
HVAEP1_G008369	HVAEP1_T008369.1
HVAEP1_G008369	HVAEP1_T008369.2
HVAEP1_G008370	HVAEP1_T008370.1
HVAEP1_G008370	HVAEP1_T008370.2
HVAEP1_G008371	HVAEP1_T008371.1
HVAEP1_G008372	HVAEP1_T008372.1
HVAEP1_G008373	HVAEP1_T008373.1
HVAEP1_G008374	HVAEP1_T008374.1
HVAEP1_G008375	HVAEP1_T008375.1
HVAEP1_G008376	HVAEP1_T008376.1
HVAEP1_G008377	HVAEP1_T008377.1
HVAEP1_G008378	HVAEP1_T008378.1
HVAEP1_G008379	HVAEP1_T008379.1
HVAEP1_G008380	HVAEP1_T008380.1
HVAEP1_G008380	HVAEP1_T008380.2
HVAEP1_G008381	HVAEP1_T008381.1
HVAEP1_G008381	HVAEP1_T008381.2
HVAEP1_G008381	HVAEP1_T008381.3
HVAEP1_G008382	HVAEP1_T008382.1
HVAEP1_G008382	HVAEP1_T008382.2
HVAEP1_G008383	HVAEP1_T008383.1
HVAEP1_G008384	HVAEP1_T008384.1
HVAEP1_G008384	HVAEP1_T008384.2
HVAEP1_G008385	HVAEP1_T008385.1
HVAEP1_G008386	HVAEP1_T008386.1
HVAEP1_G008387	HVAEP1_T008387.1
HVAEP1_G008387	HVAEP1_T008387.2
HVAEP1_G008388	HVAEP1_T008388.1
HVAEP1_G008389	HVAEP1_T008389.1
HVAEP1_G008390	HVAEP1_T008390.1
HVAEP1_G008391	HVAEP1_T008391.1
HVAEP1_G008392	HVAEP1_T008392.1
HVAEP1_G008393	HVAEP1_T008393.1
HVAEP1_G008394	HVAEP1_T008394.1
HVAEP1_G008395	HVAEP1_T008395.1
HVAEP1_G008395	HVAEP1_T008395.2
HVAEP1_G008396	HVAEP1_T008396.1
HVAEP1_G008397	HVAEP1_T008397.1
HVAEP1_G008398	HVAEP1_T008398.1
HVAEP1_G008399	HVAEP1_T008399.1
HVAEP1_G008400	HVAEP1_T008400.1
HVAEP1_G008401	HVAEP1_T008401.1
HVAEP1_G008401	HVAEP1_T008401.2
HVAEP1_G008401	HVAEP1_T008401.3
HVAEP1_G008401	HVAEP1_T008401.4
HVAEP1_G008401	HVAEP1_T008401.5
HVAEP1_G008401	HVAEP1_T008401.6
HVAEP1_G008401	HVAEP1_T008401.7
HVAEP1_G008402	HVAEP1_T008402.1
HVAEP1_G008402	HVAEP1_T008402.2
HVAEP1_G008402	HVAEP1_T008402.3
HVAEP1_G008403	HVAEP1_T008403.1
HVAEP1_G008404	HVAEP1_T008404.1
HVAEP1_G008405	HVAEP1_T008405.1
HVAEP1_G008406	HVAEP1_T008406.1
HVAEP1_G008407	HVAEP1_T008407.1
HVAEP1_G008408	HVAEP1_T008408.1
HVAEP1_G008409	HVAEP1_T008409.1
HVAEP1_G008410	HVAEP1_T008410.1
HVAEP1_G008411	HVAEP1_T008411.1
HVAEP1_G008412	HVAEP1_T008412.1
HVAEP1_G008413	HVAEP1_T008413.1
HVAEP1_G008414	HVAEP1_T008414.1
HVAEP1_G008415	HVAEP1_T008415.1
HVAEP1_G008415	HVAEP1_T008415.2
HVAEP1_G008415	HVAEP1_T008415.3
HVAEP1_G008416	HVAEP1_T008416.1
HVAEP1_G008417	HVAEP1_T008417.1
HVAEP1_G008418	HVAEP1_T008418.1
HVAEP1_G008419	HVAEP1_T008419.1
HVAEP1_G008419	HVAEP1_T008419.2
HVAEP1_G008419	HVAEP1_T008419.3
HVAEP1_G008419	HVAEP1_T008419.4
HVAEP1_G008420	HVAEP1_T008420.1
HVAEP1_G008421	HVAEP1_T008421.1
HVAEP1_G008422	HVAEP1_T008422.1
HVAEP1_G008423	HVAEP1_T008423.1
HVAEP1_G008423	HVAEP1_T008423.2
HVAEP1_G008423	HVAEP1_T008423.3
HVAEP1_G008423	HVAEP1_T008423.4
HVAEP1_G008423	HVAEP1_T008423.5
HVAEP1_G008424	HVAEP1_T008424.1
HVAEP1_G008425	HVAEP1_T008425.1
HVAEP1_G008426	HVAEP1_T008426.1
HVAEP1_G008427	HVAEP1_T008427.1
HVAEP1_G008427	HVAEP1_T008427.2
HVAEP1_G008428	HVAEP1_T008428.1
HVAEP1_G008428	HVAEP1_T008428.2
HVAEP1_G008428	HVAEP1_T008428.3
HVAEP1_G008429	HVAEP1_T008429.1
HVAEP1_G008430	HVAEP1_T008430.1
HVAEP1_G008431	HVAEP1_T008431.1
HVAEP1_G008432	HVAEP1_T008432.1
HVAEP1_G008433	HVAEP1_T008433.1
HVAEP1_G008434	HVAEP1_T008434.1
HVAEP1_G008435	HVAEP1_T008435.1
HVAEP1_G008435	HVAEP1_T008435.2
HVAEP1_G008435	HVAEP1_T008435.3
HVAEP1_G008435	HVAEP1_T008435.4
HVAEP1_G008435	HVAEP1_T008435.5
HVAEP1_G008436	HVAEP1_T008436.1
HVAEP1_G008436	HVAEP1_T008436.2
HVAEP1_G008437	HVAEP1_T008437.1
HVAEP1_G008438	HVAEP1_T008438.1
HVAEP1_G008439	HVAEP1_T008439.1
HVAEP1_G008440	HVAEP1_T008440.1
HVAEP1_G008441	HVAEP1_T008441.1
HVAEP1_G008441	HVAEP1_T008441.2
HVAEP1_G008441	HVAEP1_T008441.3
HVAEP1_G008442	HVAEP1_T008442.1
HVAEP1_G008443	HVAEP1_T008443.1
HVAEP1_G008444	HVAEP1_T008444.1
HVAEP1_G008445	HVAEP1_T008445.1
HVAEP1_G008446	HVAEP1_T008446.1
HVAEP1_G008447	HVAEP1_T008447.1
HVAEP1_G008448	HVAEP1_T008448.1
HVAEP1_G008449	HVAEP1_T008449.1
HVAEP1_G008449	HVAEP1_T008449.2
HVAEP1_G008450	HVAEP1_T008450.1
HVAEP1_G008451	HVAEP1_T008451.1
HVAEP1_G008452	HVAEP1_T008452.1
HVAEP1_G008453	HVAEP1_T008453.1
HVAEP1_G008454	HVAEP1_T008454.1
HVAEP1_G008455	HVAEP1_T008455.1
HVAEP1_G008456	HVAEP1_T008456.1
HVAEP1_G008456	HVAEP1_T008456.2
HVAEP1_G008457	HVAEP1_T008457.1
HVAEP1_G008458	HVAEP1_T008458.1
HVAEP1_G008459	HVAEP1_T008459.1
HVAEP1_G008460	HVAEP1_T008460.1
HVAEP1_G008461	HVAEP1_T008461.1
HVAEP1_G008462	HVAEP1_T008462.1
HVAEP1_G008463	HVAEP1_T008463.1
HVAEP1_G008464	HVAEP1_T008464.1
HVAEP1_G008464	HVAEP1_T008464.2
HVAEP1_G008465	HVAEP1_T008465.1
HVAEP1_G008466	HVAEP1_T008466.1
HVAEP1_G008466	HVAEP1_T008466.2
HVAEP1_G008466	HVAEP1_T008466.3
HVAEP1_G008467	HVAEP1_T008467.1
HVAEP1_G008467	HVAEP1_T008467.2
HVAEP1_G008468	HVAEP1_T008468.1
HVAEP1_G008469	HVAEP1_T008469.1
HVAEP1_G008470	HVAEP1_T008470.1
HVAEP1_G008471	HVAEP1_T008471.1
HVAEP1_G008472	HVAEP1_T008472.1
HVAEP1_G008473	HVAEP1_T008473.1
HVAEP1_G008473	HVAEP1_T008473.2
HVAEP1_G008474	HVAEP1_T008474.1
HVAEP1_G008474	HVAEP1_T008474.2
HVAEP1_G008474	HVAEP1_T008474.3
HVAEP1_G008475	HVAEP1_T008475.1
HVAEP1_G008476	HVAEP1_T008476.1
HVAEP1_G008477	HVAEP1_T008477.1
HVAEP1_G008477	HVAEP1_T008477.2
HVAEP1_G008477	HVAEP1_T008477.3
HVAEP1_G008477	HVAEP1_T008477.4
HVAEP1_G008478	HVAEP1_T008478.1
HVAEP1_G008479	HVAEP1_T008479.1
HVAEP1_G008480	HVAEP1_T008480.1
HVAEP1_G008481	HVAEP1_T008481.1
HVAEP1_G008482	HVAEP1_T008482.1
HVAEP1_G008483	HVAEP1_T008483.1
HVAEP1_G008484	HVAEP1_T008484.1
HVAEP1_G008485	HVAEP1_T008485.1
HVAEP1_G008486	HVAEP1_T008486.1
HVAEP1_G008487	HVAEP1_T008487.1
HVAEP1_G008488	HVAEP1_T008488.1
HVAEP1_G008489	HVAEP1_T008489.1
HVAEP1_G008489	HVAEP1_T008489.2
HVAEP1_G008489	HVAEP1_T008489.3
HVAEP1_G008490	HVAEP1_T008490.1
HVAEP1_G008490	HVAEP1_T008490.2
HVAEP1_G008490	HVAEP1_T008490.3
HVAEP1_G008491	HVAEP1_T008491.1
HVAEP1_G008492	HVAEP1_T008492.1
HVAEP1_G008493	HVAEP1_T008493.1
HVAEP1_G008494	HVAEP1_T008494.1
HVAEP1_G008495	HVAEP1_T008495.1
HVAEP1_G008496	HVAEP1_T008496.1
HVAEP1_G008497	HVAEP1_T008497.1
HVAEP1_G008498	HVAEP1_T008498.1
HVAEP1_G008499	HVAEP1_T008499.1
HVAEP1_G008500	HVAEP1_T008500.1
HVAEP1_G008501	HVAEP1_T008501.1
HVAEP1_G008502	HVAEP1_T008502.1
HVAEP1_G008503	HVAEP1_T008503.1
HVAEP1_G008504	HVAEP1_T008504.1
HVAEP1_G008505	HVAEP1_T008505.1
HVAEP1_G008506	HVAEP1_T008506.1
HVAEP1_G008507	HVAEP1_T008507.1
HVAEP1_G008508	HVAEP1_T008508.1
HVAEP1_G008509	HVAEP1_T008509.1
HVAEP1_G008510	HVAEP1_T008510.1
HVAEP1_G008511	HVAEP1_T008511.1
HVAEP1_G008512	HVAEP1_T008512.1
HVAEP1_G008513	HVAEP1_T008513.1
HVAEP1_G008514	HVAEP1_T008514.1
HVAEP1_G008515	HVAEP1_T008515.1
HVAEP1_G008516	HVAEP1_T008516.1
HVAEP1_G008517	HVAEP1_T008517.1
HVAEP1_G008518	HVAEP1_T008518.1
HVAEP1_G008518	HVAEP1_T008518.2
HVAEP1_G008519	HVAEP1_T008519.1
HVAEP1_G008520	HVAEP1_T008520.1
HVAEP1_G008521	HVAEP1_T008521.1
HVAEP1_G008522	HVAEP1_T008522.1
HVAEP1_G008523	HVAEP1_T008523.1
HVAEP1_G008524	HVAEP1_T008524.1
HVAEP1_G008525	HVAEP1_T008525.1
HVAEP1_G008525	HVAEP1_T008525.2
HVAEP1_G008526	HVAEP1_T008526.1
HVAEP1_G008527	HVAEP1_T008527.1
HVAEP1_G008528	HVAEP1_T008528.1
HVAEP1_G008529	HVAEP1_T008529.1
HVAEP1_G008530	HVAEP1_T008530.1
HVAEP1_G008531	HVAEP1_T008531.1
HVAEP1_G008532	HVAEP1_T008532.1
HVAEP1_G008533	HVAEP1_T008533.1
HVAEP1_G008534	HVAEP1_T008534.1
HVAEP1_G008535	HVAEP1_T008535.1
HVAEP1_G008536	HVAEP1_T008536.1
HVAEP1_G008537	HVAEP1_T008537.1
HVAEP1_G008538	HVAEP1_T008538.1
HVAEP1_G008539	HVAEP1_T008539.1
HVAEP1_G008540	HVAEP1_T008540.1
HVAEP1_G008541	HVAEP1_T008541.1
HVAEP1_G008541	HVAEP1_T008541.2
HVAEP1_G008542	HVAEP1_T008542.1
HVAEP1_G008543	HVAEP1_T008543.1
HVAEP1_G008544	HVAEP1_T008544.1
HVAEP1_G008545	HVAEP1_T008545.1
HVAEP1_G008545	HVAEP1_T008545.2
HVAEP1_G008545	HVAEP1_T008545.3
HVAEP1_G008545	HVAEP1_T008545.4
HVAEP1_G008545	HVAEP1_T008545.5
HVAEP1_G008546	HVAEP1_T008546.1
HVAEP1_G008547	HVAEP1_T008547.1
HVAEP1_G008548	HVAEP1_T008548.1
HVAEP1_G008549	HVAEP1_T008549.1
HVAEP1_G008550	HVAEP1_T008550.1
HVAEP1_G008551	HVAEP1_T008551.1
HVAEP1_G008551	HVAEP1_T008551.2
HVAEP1_G008552	HVAEP1_T008552.1
HVAEP1_G008553	HVAEP1_T008553.1
HVAEP1_G008553	HVAEP1_T008553.2
HVAEP1_G008554	HVAEP1_T008554.1
HVAEP1_G008555	HVAEP1_T008555.1
HVAEP1_G008556	HVAEP1_T008556.1
HVAEP1_G008557	HVAEP1_T008557.1
HVAEP1_G008558	HVAEP1_T008558.1
HVAEP1_G008559	HVAEP1_T008559.1
HVAEP1_G008560	HVAEP1_T008560.1
HVAEP1_G008560	HVAEP1_T008560.2
HVAEP1_G008561	HVAEP1_T008561.1
HVAEP1_G008562	HVAEP1_T008562.1
HVAEP1_G008563	HVAEP1_T008563.1
HVAEP1_G008564	HVAEP1_T008564.1
HVAEP1_G008564	HVAEP1_T008564.2
HVAEP1_G008564	HVAEP1_T008564.3
HVAEP1_G008564	HVAEP1_T008564.4
HVAEP1_G008564	HVAEP1_T008564.5
HVAEP1_G008564	HVAEP1_T008564.6
HVAEP1_G008564	HVAEP1_T008564.7
HVAEP1_G008564	HVAEP1_T008564.8
HVAEP1_G008564	HVAEP1_T008564.9
HVAEP1_G008565	HVAEP1_T008565.1
HVAEP1_G008566	HVAEP1_T008566.1
HVAEP1_G008567	HVAEP1_T008567.1
HVAEP1_G008568	HVAEP1_T008568.1
HVAEP1_G008569	HVAEP1_T008569.1
HVAEP1_G008570	HVAEP1_T008570.1
HVAEP1_G008570	HVAEP1_T008570.2
HVAEP1_G008571	HVAEP1_T008571.1
HVAEP1_G008571	HVAEP1_T008571.2
